tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2019-2008,Zhengzhou,Hard,32,P,20190909,273,201614,8,,Caroline Garcia,R,,FRA,25.8973306,206124,,,Tereza Martincova,R,,CZE,24.87611225,6-4 4-6 7-5,3,R32,154,4,2,99,62,40,23,16,6,9,3,4,100,67,47,15,16,6,10,31,1711,133,469
2019-2008,Zhengzhou,Hard,32,P,20190909,272,201540,,,Kristina Mladenovic,R,184,FRA,26.32169747,202504,,WC,Ying Ying Duan,R,,CHN,30.26694045,6-2 6-3,3,R32,73,3,3,48,24,19,18,9,0,0,2,5,53,34,23,7,8,2,5,49,1050,323,158
2019-2008,Zhengzhou,Hard,32,P,20190909,271,201709,,,Yulia Putintseva,R,,KAZ,24.67077344,214461,,,Tamara Zidansek,R,,SLO,21.70294319,6-1 5-7 6-1,3,R32,141,3,4,72,38,29,16,13,2,5,0,4,89,62,30,13,13,6,13,36,1475,67,910
2019-1075,Wuhan,Hard,64,P,20190923,300,214544,9,,Aryna Sabalenka,R,,BLR,21.3853525,201590,,,Alison Riske,R,,USA,29.2238193,6-3 3-6 6-1,3,F,114,18,4,93,53,42,17,13,3,5,2,4,73,47,27,15,12,6,10,14,2785,35,1497
2019-1075,Wuhan,Hard,64,P,20190923,299,214544,9,,Aryna Sabalenka,R,,BLR,21.3853525,202458,1,,Ashleigh Barty,R,,AUS,23.41409993,7-5 6-4,3,SF,103,5,5,91,51,38,20,11,4,5,5,8,66,36,26,13,11,1,4,14,2785,1,6446
2019-1075,Wuhan,Hard,64,P,20190923,298,201590,,,Alison Riske,R,,USA,29.2238193,201520,5,,Petra Kvitova,L,183,CZE,29.54414784,7-5 7-5,3,SF,125,2,3,79,42,25,23,12,5,7,9,3,91,60,37,15,12,11,15,35,1497,7,4326
2019-1075,Wuhan,Hard,64,P,20190923,297,202458,1,,Ashleigh Barty,R,,AUS,23.41409993,201549,,,Petra Martic,R,181,CRO,28.67624914,7-6(6) 3-6 6-3,3,QF,142,7,4,91,49,36,21,15,4,8,10,4,114,72,44,23,15,5,9,1,6446,22,2383
2019-1075,Wuhan,Hard,64,P,20190923,296,214544,9,,Aryna Sabalenka,R,,BLR,21.3853525,214981,,WC,Elena Rybakina,R,,RUS,20.26830938,6-3 1-6 6-1,3,QF,101,6,5,78,47,33,18,12,5,7,2,7,77,50,35,10,11,5,8,14,2785,50,1078
2019-1075,Wuhan,Hard,64,P,20190923,295,201590,,,Alison Riske,R,,USA,29.2238193,202494,3,,Elina Svitolina,R,174,UKR,25.0294319,6-1 6-3,3,QF,84,0,2,55,46,29,6,8,4,5,1,2,69,39,21,12,8,8,13,35,1497,3,5160
2019-1075,Wuhan,Hard,64,P,20190923,294,201520,5,,Petra Kvitova,L,183,CZE,29.54414784,215035,,,Dayana Yastremska,R,,UKR,19.35660507,6-2 6-4,3,QF,72,3,3,53,34,26,8,9,2,3,2,4,50,33,22,5,9,4,8,7,4326,27,1795
2019-1075,Wuhan,Hard,64,P,20190923,293,202458,1,,Ashleigh Barty,R,,AUS,23.41409993,213550,15,,Sofia Kenin,R,,USA,20.8569473,6-3 7-5,3,R16,86,7,4,66,35,22,16,11,2,5,2,6,64,27,17,15,10,2,7,1,6446,17,2630
2019-1075,Wuhan,Hard,64,P,20190923,292,201549,,,Petra Martic,R,181,CRO,28.67624914,206368,,Q,Veronika Kudermetova,R,,RUS,22.41478439,6-3 6-1,3,R16,58,5,2,45,26,22,12,8,3,3,5,1,43,28,16,5,8,2,6,22,2383,45,1154
2019-1075,Wuhan,Hard,64,P,20190923,291,214981,,WC,Elena Rybakina,R,,RUS,20.26830938,201594,4,,Simona Halep,R,168,ROU,27.9890486,5-4 RET,3,R16,47,2,0,36,17,11,8,5,3,5,0,0,27,18,8,5,4,1,3,50,1078,6,4803
2019-1075,Wuhan,Hard,64,P,20190923,290,214544,9,,Aryna Sabalenka,R,,BLR,21.3853525,202428,6,,Kiki Bertens,R,182,NED,27.78644764,6-1 7-6(9),3,R16,87,9,6,72,40,31,17,10,3,5,3,8,57,29,25,8,9,1,5,14,2785,8,4225
2019-1075,Wuhan,Hard,64,P,20190923,289,201590,,,Alison Riske,R,,USA,29.2238193,202492,8,,Qiang Wang,R,,CHN,27.69062286,6-2 6-1,3,R16,70,1,0,52,38,24,9,8,0,1,3,0,50,34,13,10,7,7,12,35,1497,16,2668
2019-1075,Wuhan,Hard,64,P,20190923,288,202494,3,,Elina Svitolina,R,174,UKR,25.0294319,201320,,Q,Svetlana Kuznetsova,R,174,RUS,34.23956194,6-4 6-2,3,R16,76,2,3,47,30,23,9,9,1,3,0,5,65,37,23,9,9,5,10,3,5160,69,906
2019-1075,Wuhan,Hard,64,P,20190923,287,201520,5,,Petra Kvitova,L,183,CZE,29.54414784,201585,10,,Sloane Stephens,R,170,USA,26.51060917,6-3 6-3,3,R16,72,6,1,51,27,19,18,9,0,0,0,4,59,39,24,11,9,5,8,7,4326,15,2769
2019-1075,Wuhan,Hard,64,P,20190923,286,215035,,,Dayana Yastremska,R,,UKR,19.35660507,201662,2,,Karolina Pliskova,R,184,CZE,27.50718686,6-1 6-4,3,R16,64,6,4,61,38,28,15,9,2,2,3,2,51,35,23,7,8,3,6,27,1795,2,6125
2019-1075,Wuhan,Hard,64,P,20190923,285,202458,1,,Ashleigh Barty,R,,AUS,23.41409993,201614,,,Caroline Garcia,R,,FRA,25.93566051,4-6 6-4 6-1,3,R32,131,9,4,95,55,41,18,14,7,10,2,0,85,62,31,15,13,8,13,1,6446,30,1666
2019-1075,Wuhan,Hard,64,P,20190923,284,213550,15,,Sofia Kenin,R,,USA,20.8569473,210722,,,Elise Mertens,R,,BEL,23.84941821,4-6 6-4 7-6(5),3,R32,142,0,4,106,67,44,18,16,4,8,9,5,94,65,47,12,16,4,8,17,2630,24,2235
2019-1075,Wuhan,Hard,64,P,20190923,283,201549,,,Petra Martic,R,181,CRO,28.67624914,202490,,LL,Rebecca Peterson,R,,SWE,24.13141684,6-0 3-6 6-1,3,R32,112,5,1,65,44,36,10,11,3,4,3,4,83,53,31,12,11,8,13,22,2383,53,1055
2019-1075,Wuhan,Hard,64,P,20190923,282,206368,,Q,Veronika Kudermetova,R,,RUS,22.41478439,202505,7,,Belinda Bencic,R,,SUI,22.53798768,2-6 6-3 6-4,3,R32,129,11,7,100,49,39,15,13,11,15,4,13,98,54,37,18,14,11,16,45,1154,10,3738
2019-1075,Wuhan,Hard,64,P,20190923,281,201594,4,,Simona Halep,R,168,ROU,27.9890486,201366,,,Barbora Zahlavova Strycova,R,164,CZE,33.48939083,6-3 6-2,3,R32,85,1,2,59,40,27,9,8,6,8,3,2,66,40,22,8,9,6,12,6,4803,34,1550
2019-1075,Wuhan,Hard,64,P,20190923,280,214981,,WC,Elena Rybakina,R,,RUS,20.26830938,202460,,LL,Ons Jabeur,R,,TUN,25.07049966,6-1 6-7(3) 6-2,3,R32,111,2,5,95,54,34,24,14,5,8,3,2,90,46,30,17,13,6,13,50,1078,54,1035
2019-1075,Wuhan,Hard,64,P,20190923,279,214544,9,,Aryna Sabalenka,R,,BLR,21.3853525,203389,,,Danielle Rose Collins,R,,USA,25.77686516,6-1 6-0,3,R32,51,7,2,35,22,16,9,6,0,0,1,2,47,30,10,7,7,4,10,14,2785,33,1554
2019-1075,Wuhan,Hard,64,P,20190923,278,202428,6,,Kiki Bertens,R,182,NED,27.78644764,211095,,Q,Bernarda Pera,L,,USA,24.80492813,3-6 6-4 6-2,3,R32,113,8,3,73,44,33,14,13,1,4,2,4,100,70,47,10,14,7,12,8,4225,81,776
2019-1075,Wuhan,Hard,64,P,20190923,277,202492,8,,Qiang Wang,R,,CHN,27.69062286,213631,,,Marie Bouzkova,R,,CZE,21.17453799,6-3 6-3,3,R32,94,1,0,55,36,23,11,9,1,3,0,0,68,50,22,10,9,6,11,16,2668,58,1017
2019-1075,Wuhan,Hard,64,P,20190923,276,201590,,,Alison Riske,R,,USA,29.2238193,201620,,,Monica Puig,R,,PUR,25.98767967,2-6 7-6(5) 6-3,3,R32,150,7,3,105,72,48,15,15,6,10,4,6,95,56,34,21,14,6,9,35,1497,71,893
2019-1075,Wuhan,Hard,64,P,20190923,275,201320,,Q,Svetlana Kuznetsova,R,174,RUS,34.23956194,201444,,,Su Wei Hsieh,R,169,TPE,33.71663244,6-2 7-6(5),3,R32,90,3,0,62,40,23,16,10,2,4,0,3,68,43,26,7,10,4,8,69,906,32,1555
2019-1075,Wuhan,Hard,64,P,20190923,274,202494,3,,Elina Svitolina,R,174,UKR,25.0294319,202469,,,Garbine Muguruza,R,182,ESP,25.95756331,7-5 6-2,3,R32,95,0,3,57,34,26,11,10,1,3,2,6,77,50,31,9,10,6,11,3,5160,26,1860
2019-1075,Wuhan,Hard,64,P,20190923,273,201520,5,,Petra Kvitova,L,183,CZE,29.54414784,201555,,,Polona Hercog,R,182,SLO,28.67351129,7-6(6) 6-3,3,R32,102,1,6,75,40,30,19,11,2,2,4,5,70,45,33,9,10,2,3,7,4326,52,1064
2019-1075,Wuhan,Hard,64,P,20190923,272,201585,10,,Sloane Stephens,R,170,USA,26.51060917,206374,,,Yafan Wang,R,,CHN,25.39904175,6-2 3-6 6-1,3,R32,121,0,1,82,62,36,11,12,7,11,3,2,82,44,24,15,12,2,9,15,2769,48,1100
2019-1075,Wuhan,Hard,64,P,20190923,271,215035,,,Dayana Yastremska,R,,UKR,19.35660507,201539,,Q,Christina Mchale,R,170,USA,27.36755647,6-3 7-6(7),3,R32,94,5,5,74,49,32,10,11,1,6,1,2,72,43,26,10,10,3,9,27,1795,104,591
2019-1075,Wuhan,Hard,64,P,20190923,270,201662,2,,Karolina Pliskova,R,184,CZE,27.50718686,216153,,,Amanda Anisimova,R,,USA,18.06160164,6-3 6-3,3,R32,69,6,5,59,42,25,6,9,6,10,0,3,61,38,16,9,9,10,17,2,6125,29,1727
2019-1075,Wuhan,Hard,64,P,20190923,268,201614,,,Caroline Garcia,R,,FRA,25.93566051,214082,,,Darya Kasatkina,R,,RUS,22.37919233,6-2 6-2,3,R64,,3,0,54,37,26,9,8,7,8,1,11,54,30,16,9,8,2,7,30,1666,43,1270
2019-1075,Wuhan,Hard,64,P,20190923,267,210722,,,Elise Mertens,R,,BEL,23.84941821,211701,,,Katerina Siniakova,R,,CZE,23.37029432,6-4 6-0,3,R64,86,3,3,63,40,30,11,8,4,4,2,2,56,39,20,9,8,4,8,24,2235,41,1340
2019-1075,Wuhan,Hard,64,P,20190923,266,213550,15,,Sofia Kenin,R,,USA,20.8569473,201499,,,Anastasia Pavlyuchenkova,R,177,RUS,28.22450376,6-2 7-6(5),3,R64,100,1,5,70,43,31,14,10,4,6,3,11,81,51,35,8,10,4,8,17,2630,36,1490
2019-1075,Wuhan,Hard,64,P,20190923,265,202490,,LL,Rebecca Peterson,R,,SWE,24.13141684,202429,,,Camila Giorgi,R,168,ITA,27.73169062,6-2 0-0 RET,3,R64,34,2,1,25,21,12,3,4,1,2,1,4,27,14,6,4,4,2,5,53,1055,64,959
2019-1075,Wuhan,Hard,64,P,20190923,264,201549,,,Petra Martic,R,181,CRO,28.67624914,201540,,,Kristina Mladenovic,R,184,FRA,26.36002738,6-2 6-2,3,R64,70,4,0,49,35,23,9,8,2,3,1,3,49,29,11,11,8,4,9,22,2383,44,1180
2019-1075,Wuhan,Hard,64,P,20190923,263,206368,,Q,Veronika Kudermetova,R,,RUS,22.41478439,206420,,,Ekaterina Alexandrova,R,,RUS,24.85420945,5-7 6-3 6-2,3,R64,115,8,6,91,46,37,20,15,2,6,3,8,83,41,25,20,14,6,12,45,1154,39,1383
2019-1075,Wuhan,Hard,64,P,20190923,260,201366,,,Barbora Zahlavova Strycova,R,164,CZE,33.48939083,216016,,WC,Xiyu Wang,L,,CHN,18.48870637,6-4 6-2,3,R64,,2,2,63,46,33,7,9,5,6,1,4,59,39,20,12,9,4,8,34,1550,136,468
2019-1075,Wuhan,Hard,64,P,20190923,259,214981,,WC,Elena Rybakina,R,,RUS,20.26830938,202684,,Q,Lin Zhu,R,,CHN,25.65092402,7-5 2-6 6-0,3,R64,,4,5,95,54,36,21,13,5,8,0,2,72,53,31,10,13,0,5,50,1078,108,580
2019-1075,Wuhan,Hard,64,P,20190923,258,202460,,LL,Ons Jabeur,R,,TUN,25.07049966,202499,16,,Donna Vekic,R,,CRO,23.23613963,4-6 6-3 6-3,3,R64,111,2,2,75,44,26,19,14,2,6,2,5,90,45,33,15,14,1,7,54,1035,23,2295
2019-1075,Wuhan,Hard,64,P,20190923,257,214544,9,,Aryna Sabalenka,R,,BLR,21.3853525,205925,,,Aliaksandra Sasnovich,R,,BLR,25.50581793,6-1 6-2,3,R64,66,2,2,55,36,28,9,8,3,3,2,6,42,22,13,8,7,5,9,14,2785,51,1071
2019-1075,Wuhan,Hard,64,P,20190923,256,203389,,,Danielle Rose Collins,R,,USA,25.77686516,200748,,WC,Venus Williams,R,185,USA,39.26625599,7-5 7-6(5),3,R64,124,3,3,83,50,32,16,12,8,12,2,5,88,55,36,11,12,9,14,33,1554,59,1012
2019-1075,Wuhan,Hard,64,P,20190923,255,211095,,Q,Bernarda Pera,L,,USA,24.80492813,206108,,Q,Jennifer Brady,R,,USA,24.44900753,6-4 3-6 6-4,3,R64,118,5,9,80,49,39,15,14,3,5,9,3,99,52,36,27,15,8,11,81,776,70,900
2019-1075,Wuhan,Hard,64,P,20190923,252,213631,,,Marie Bouzkova,R,,CZE,21.17453799,214461,,LL,Tamara Zidansek,R,,SLO,21.7412731,6-1 6-3,3,R64,83,1,4,57,37,24,12,8,5,6,0,3,56,40,19,6,8,9,14,58,1017,67,908
2019-1075,Wuhan,Hard,64,P,20190923,251,201590,,,Alison Riske,R,,USA,29.2238193,203462,,Q,Kateryna Kozlova,R,,UKR,25.58795346,4-6 6-3 6-3,3,R64,145,6,8,101,65,43,14,14,9,13,1,3,86,57,34,13,14,4,10,35,1497,77,804
2019-1075,Wuhan,Hard,64,P,20190923,250,201620,,,Monica Puig,R,,PUR,25.98767967,201493,11,,Angelique Kerber,L,173,GER,31.67967146,7-6(5) 5-7 6-1,3,R64,166,7,2,118,81,55,14,15,12,16,4,9,119,71,44,19,16,6,12,71,893,12,2835
2019-1075,Wuhan,Hard,64,P,20190923,249,201444,,,Su Wei Hsieh,R,169,TPE,33.71663244,201496,13,,Caroline Wozniacki,R,177,DEN,29.2019165,6-7(2) 6-1 6-2,3,R64,124,2,3,94,60,39,20,14,8,10,8,1,78,50,31,11,13,1,7,32,1555,18,2597
2019-1075,Wuhan,Hard,64,P,20190923,248,201320,,Q,Svetlana Kuznetsova,R,174,RUS,34.23956194,201709,,,Yulia Putintseva,R,,KAZ,24.70910335,6-1 1-0 RET,3,R64,36,3,2,22,11,10,6,4,0,0,0,1,22,15,9,0,4,0,3,69,906,38,1420
2019-1075,Wuhan,Hard,64,P,20190923,247,202469,,,Garbine Muguruza,R,182,ESP,25.95756331,201397,,WC,Shuai Peng,R,173,CHN,33.70568104,6-3 6-2,3,R64,69,7,3,51,35,29,8,8,5,5,1,1,49,36,22,4,9,0,4,26,1860,102,609
2019-1075,Wuhan,Hard,64,P,20190923,244,201555,,,Polona Hercog,R,182,SLO,28.67351129,202468,,,Jessica Pegula,R,,USA,25.57700205,6-0 6-1,3,R64,51,1,3,39,22,18,11,7,3,3,0,0,34,21,9,5,6,3,8,52,1064,76,812
2019-1075,Wuhan,Hard,64,P,20190923,243,206374,,,Yafan Wang,R,,CHN,25.39904175,201616,,Q,Lauren Davis,R,157,USA,25.95482546,4-6 6-4 4-0 RET,3,R64,134,4,7,84,48,33,19,12,5,7,2,2,86,51,27,21,12,3,7,48,1100,62,964
2019-1075,Wuhan,Hard,64,P,20190923,242,201585,10,,Sloane Stephens,R,170,USA,26.51060917,201533,,,Shuai Zhang,R,,CHN,30.66940452,7-5 6-4,3,R64,,2,1,95,64,36,18,11,3,6,1,1,60,38,25,8,11,4,9,15,2769,31,1605
2019-1075,Wuhan,Hard,64,P,20190923,241,201539,,Q,Christina Mchale,R,170,USA,27.36755647,201545,14,,Anastasija Sevastova,R,,LAT,29.44558522,4-6 6-3 6-3,3,R64,129,4,3,87,55,41,10,14,6,9,4,7,97,54,33,21,14,10,15,104,591,19,2517
2019-1075,Wuhan,Hard,64,P,20190923,240,215035,,,Dayana Yastremska,R,,UKR,19.35660507,201548,,,Ajla Tomljanovic,R,,AUS,26.37919233,7-6(5) 6-2,3,R64,81,3,2,64,42,30,15,10,2,2,0,5,62,32,28,11,10,0,2,27,1795,49,1080
2019-1075,Wuhan,Hard,64,P,20190923,239,216153,,,Amanda Anisimova,R,,USA,18.06160164,201325,,WC,Samantha Stosur,R,172,AUS,35.4825462,6-3 3-6 6-3,3,R64,109,3,4,90,57,38,18,14,4,7,6,2,89,61,38,13,13,8,12,29,1727,92,663
2019-M006,Indian Wells,Hard,128,PM,20190304,300,215370,,WC,Bianca Andreescu,R,,CAN,18.71321013,201493,8,,Angelique Kerber,L,173,GER,31.12388775,6-4 3-6 6-4,3,F,138,2,6,96,52,31,28,14,1,4,0,3,98,65,43,14,15,6,10,60,919,8,4880
2019-M006,Indian Wells,Hard,128,PM,20190304,299,201493,8,,Angelique Kerber,L,173,GER,31.12388775,202505,23,,Belinda Bencic,R,,SUI,21.98220397,6-4 6-2,3,SF,67,1,5,56,36,21,10,9,4,8,1,5,49,31,13,4,9,2,9,8,4880,23,2065
2019-M006,Indian Wells,Hard,128,PM,20190304,298,215370,,WC,Bianca Andreescu,R,,CAN,18.71321013,202494,6,,Elina Svitolina,R,174,UKR,24.47364819,6-3 2-6 6-4,3,SF,132,1,3,99,55,30,22,14,13,19,1,2,89,50,28,18,13,6,12,60,919,6,4900
2019-M006,Indian Wells,Hard,128,PM,20190304,297,202505,23,,Belinda Bencic,R,,SUI,21.98220397,201662,5,,Karolina Pliskova,R,184,CZE,26.95140315,6-3 4-6 6-3,3,QF,136,7,3,88,59,46,13,14,5,7,7,4,114,72,48,16,14,12,16,23,2065,5,5145
2019-M006,Indian Wells,Hard,128,PM,20190304,296,201493,8,,Angelique Kerber,L,173,GER,31.12388775,200748,,,Venus Williams,R,185,USA,38.71047228,7-6(3) 6-3,3,QF,96,2,2,74,49,32,17,11,6,8,1,1,84,58,37,10,10,9,12,8,4880,36,1385
2019-M006,Indian Wells,Hard,128,PM,20190304,295,215370,,WC,Bianca Andreescu,R,,CAN,18.71321013,202469,20,,Garbine Muguruza,R,182,ESP,25.4017796,6-0 6-1,3,QF,52,1,0,42,28,23,7,7,2,2,2,2,35,22,9,3,6,2,7,60,919,20,2430
2019-M006,Indian Wells,Hard,128,PM,20190304,294,202494,6,,Elina Svitolina,R,174,UKR,24.47364819,214954,,,Marketa Vondrousova,L,,CZE,19.68240931,4-6 6-4 6-4,3,QF,131,3,1,102,72,47,11,15,7,12,2,5,90,54,31,17,15,5,11,6,4900,61,896
2019-M006,Indian Wells,Hard,128,PM,20190304,293,202505,23,,Belinda Bencic,R,,SUI,21.98220397,211768,1,,Naomi Osaka,R,,JPN,21.3798768,6-3 6-1,3,R16,66,4,4,46,28,23,9,8,1,2,1,3,52,26,14,10,8,3,8,23,2065,1,6871
2019-M006,Indian Wells,Hard,128,PM,20190304,292,201662,5,,Karolina Pliskova,R,184,CZE,26.95140315,204426,21,,Anett Kontaveit,R,,EST,23.19233402,7-6(0) 4-6 6-2,3,R16,123,13,4,117,80,56,14,15,11,15,5,2,81,55,32,13,15,2,7,5,5145,21,2355
2019-M006,Indian Wells,Hard,128,PM,20190304,291,200748,,,Venus Williams,R,185,USA,38.71047228,201621,,,Mona Barthel,R,185,GER,28.64613279,6-4 6-4,3,R16,105,0,2,70,45,31,10,10,3,5,2,4,80,44,26,18,10,6,10,36,1385,97,633
2019-M006,Indian Wells,Hard,128,PM,20190304,290,201493,8,,Angelique Kerber,L,173,GER,31.12388775,214544,9,,Aryna Sabalenka,R,,BLR,20.82956879,6-1 4-6 6-4,3,R16,103,2,5,74,45,27,18,13,2,6,3,4,94,59,32,18,14,10,17,8,4880,9,3565
2019-M006,Indian Wells,Hard,128,PM,20190304,289,202469,20,,Garbine Muguruza,R,182,ESP,25.4017796,202428,7,,Kiki Bertens,R,182,NED,27.23066393,5-7 6-1 6-4,3,R16,145,1,2,100,62,40,19,14,10,14,6,4,104,63,37,16,15,7,14,20,2430,7,4885
2019-M006,Indian Wells,Hard,128,PM,20190304,288,215370,,WC,Bianca Andreescu,R,,CAN,18.71321013,202492,18,,Qiang Wang,R,,CHN,27.13483915,7-5 6-2,3,R16,88,1,5,66,39,32,10,10,4,5,1,1,58,32,19,14,10,4,8,60,919,18,2607
2019-M006,Indian Wells,Hard,128,PM,20190304,287,202494,6,,Elina Svitolina,R,174,UKR,24.47364819,202458,12,,Ashleigh Barty,R,,AUS,22.85831622,7-6(8) 5-7 6-4,3,R16,192,3,4,131,76,48,25,17,11,17,6,7,151,90,61,24,17,15,21,6,4900,12,3285
2019-M006,Indian Wells,Hard,128,PM,20190304,286,214954,,,Marketa Vondrousova,L,,CZE,19.68240931,201594,2,,Simona Halep,R,168,ROU,27.43326489,6-2 3-6 6-2,3,R16,99,2,3,68,40,23,14,12,0,5,0,4,69,46,22,11,13,1,9,61,896,2,5727
2019-M006,Indian Wells,Hard,128,PM,20190304,285,211768,1,,Naomi Osaka,R,,JPN,21.3798768,203389,25,,Danielle Rose Collins,R,,USA,25.22108145,6-4 6-2,3,R32,82,3,1,50,33,23,12,9,0,1,1,7,76,36,22,17,9,5,9,1,6871,25,1906
2019-M006,Indian Wells,Hard,128,PM,20190304,284,202505,23,,Belinda Bencic,R,,SUI,21.98220397,206420,,,Ekaterina Alexandrova,R,,RUS,24.29842574,6-4 6-2,3,R32,66,3,5,70,47,29,11,9,11,14,1,5,42,25,14,2,9,1,7,23,2065,59,964
2019-M006,Indian Wells,Hard,128,PM,20190304,283,204426,21,,Anett Kontaveit,R,,EST,23.19233402,201545,11,,Anastasija Sevastova,R,,LAT,28.88980151,5-0 RET,3,R32,27,1,0,20,14,10,4,3,3,3,0,0,18,6,3,4,2,1,3,21,2355,11,3325
2019-M006,Indian Wells,Hard,128,PM,20190304,282,201662,5,,Karolina Pliskova,R,184,CZE,26.95140315,204434,,Q,Ysaline Bonaventure,L,,BEL,24.5119781,6-3 6-2,3,R32,66,13,1,59,42,30,7,9,2,4,1,12,63,46,26,4,8,3,8,5,5145,144,416
2019-M006,Indian Wells,Hard,128,PM,20190304,281,200748,,,Venus Williams,R,185,USA,38.71047228,201539,,Q,Christina Mchale,R,170,USA,26.81177276,6-2 7-5,3,R32,85,0,3,61,34,20,14,10,5,9,0,6,63,38,17,7,10,2,9,36,1385,140,438
2019-M006,Indian Wells,Hard,128,PM,20190304,280,201621,,,Mona Barthel,R,185,GER,28.64613279,201504,15,,Julia Goerges,R,180,GER,30.33264887,7-5 1-6 6-4,3,R32,153,7,9,112,60,40,15,15,9,16,1,6,101,57,36,18,14,10,16,97,633,15,2780
2019-M006,Indian Wells,Hard,128,PM,20190304,279,214544,9,,Aryna Sabalenka,R,,BLR,20.82956879,201615,24,,Lesia Tsurenko,R,174,UKR,29.76043806,6-2 7-5,3,R32,83,1,2,58,38,26,9,10,4,7,0,4,63,46,23,5,10,2,8,9,3565,28,1751
2019-M006,Indian Wells,Hard,128,PM,20190304,278,201493,8,,Angelique Kerber,L,173,GER,31.12388775,212001,,Q,Natalia Vikhlyantseva,R,,RUS,22.04243669,3-6 6-1 6-3,3,R32,113,0,3,69,42,28,12,12,5,9,0,9,91,60,34,10,13,13,20,8,4880,112,548
2019-M006,Indian Wells,Hard,128,PM,20190304,277,202428,7,,Kiki Bertens,R,182,NED,27.23066393,202427,,,Johanna Konta,R,,GBR,27.79739904,7-6(10) 6-4,3,R32,120,7,3,76,40,35,20,11,3,4,5,2,93,59,43,15,11,6,8,7,4885,45,1210
2019-M006,Indian Wells,Hard,128,PM,20190304,276,202469,20,,Garbine Muguruza,R,182,ESP,25.4017796,200033,10,,Serena Williams,R,175,USA,37.43463381,6-3 1-0 RET,3,R32,46,1,0,30,23,15,5,5,1,2,1,3,27,15,10,2,5,0,3,20,2430,10,3406
2019-M006,Indian Wells,Hard,128,PM,20190304,275,202492,18,,Qiang Wang,R,,CHN,27.13483915,210722,16,,Elise Mertens,R,,BEL,23.2936345,7-6(4) 6-7(4) 6-3,3,R32,177,4,1,120,75,45,24,17,5,10,1,5,118,79,48,18,16,2,8,18,2607,16,2745
2019-M006,Indian Wells,Hard,128,PM,20190304,274,215370,,WC,Bianca Andreescu,R,,CAN,18.71321013,201527,,Q,Stefanie Voegele,R,170,SUI,28.98288843,6-1 6-2,3,R32,56,5,1,43,29,23,10,8,0,0,1,1,44,22,14,7,7,3,7,60,919,109,581
2019-M006,Indian Wells,Hard,128,PM,20190304,273,202494,6,,Elina Svitolina,R,174,UKR,24.47364819,201611,,,Daria Gavrilova,R,,AUS,24.99657769,7-5 6-4,3,R32,106,1,0,63,38,21,8,11,3,9,1,4,73,41,19,12,11,9,17,6,4900,53,1065
2019-M006,Indian Wells,Hard,128,PM,20190304,272,202458,12,,Ashleigh Barty,R,,AUS,22.85831622,206108,,WC,Jennifer Brady,R,,USA,23.89322382,6-3 6-2,3,R32,73,7,1,58,24,19,20,9,3,4,2,0,60,37,22,8,8,9,13,12,3285,83,725
2019-M006,Indian Wells,Hard,128,PM,20190304,271,214954,,,Marketa Vondrousova,L,,CZE,19.68240931,211533,22,,Jelena Ostapenko,R,,LAT,21.7357974,4-6 6-3 6-4,3,R32,122,5,8,92,53,34,16,14,4,10,1,7,93,60,34,11,15,4,12,61,896,22,2251
2019-M006,Indian Wells,Hard,128,PM,20190304,270,201594,2,,Simona Halep,R,168,ROU,27.43326489,203462,,Q,Kateryna Kozlova,R,,UKR,25.03216975,7-6(3) 7-5,3,R32,107,1,4,67,41,27,12,12,2,7,2,3,97,67,35,13,12,9,15,2,5727,114,533
2019-M006,Indian Wells,Hard,128,PM,20190304,269,211768,1,,Naomi Osaka,R,,JPN,21.3798768,201540,,,Kristina Mladenovic,R,184,FRA,25.80424367,6-3 6-4,3,R64,81,5,2,68,48,32,11,10,3,4,1,5,60,33,21,14,9,7,10,1,6871,65,864
2019-M006,Indian Wells,Hard,128,PM,20190304,268,203389,25,,Danielle Rose Collins,R,,USA,25.22108145,201465,,,Kirsten Flipkens,R,165,BEL,33.14442163,6-4 6-1,3,R64,90,3,3,56,33,21,14,8,0,1,3,0,70,43,24,12,9,5,10,25,1906,56,1010
2019-M006,Indian Wells,Hard,128,PM,20190304,267,202505,23,,Belinda Bencic,R,,SUI,21.98220397,202421,,,Alison Van Uytvanck,R,,BEL,24.93908282,6-4 6-1,3,R64,73,1,7,52,36,29,3,8,5,7,3,1,56,37,20,5,9,1,7,23,2065,51,1080
2019-M006,Indian Wells,Hard,128,PM,20190304,266,206420,,,Ekaterina Alexandrova,R,,RUS,24.29842574,201496,13,,Caroline Wozniacki,R,177,DEN,28.64613279,7-5 2-6 7-5,3,R64,145,7,4,110,68,45,16,16,6,11,3,4,100,61,41,16,16,9,14,59,964,13,3117
